,Word,Arousal_mean,Valence_mean,Dominance_mean,Concreteness_mean,Imageability_mean,Size_mean,Gender_mean,Arousal_by_runs,Valence_by_runs,Dominance_by_runs,Concreteness_by_runs,Imageability_by_runs,Size_by_runs,Gender_by_runs
4857,birth,6.25,7.0,5.75,4.75,5.0,4.5,3.75,"[6, 6, 7, 6]","[7, 7, 7, 7]","[6, 6, 5, 6]","[5, 5, 5, 4]","[5, 5, 5, 5]","[5, 4, 4, 5]","[3, 4, 4, 4]"
4858,pound,5.75,5.0,5.75,5.0,4.25,4.0,5.75,"[5, 5, 7, 6]","[5, 5, 5, 5]","[6, 5, 6, 6]","[4, 5, 6, 5]","[4, 4, 5, 4]","[4, 4, 4, 4]","[6, 6, 6, 5]"
4859,durable,4.0,6.25,6.5,5.75,5.0,4.5,5.5,"[4, 4, 4, 4]","[6, 6, 7, 6]","[7, 7, 6, 6]","[6, 5, 6, 6]","[5, 5, 5, 5]","[4, 5, 4, 5]","[5, 6, 6, 5]"
4860,camouflage,5.0,4.75,4.5,4.5,4.75,3.25,5.25,"[5, 5, 5, 5]","[5, 4, 5, 5]","[5, 5, 4, 4]","[5, 4, 5, 4]","[4, 5, 6, 4]","[3, 3, 3, 4]","[5, 5, 6, 5]"
4861,curse,6.5,2.25,2.75,2.0,4.0,2.5,4.5,"[6, 6, 7, 7]","[2, 2, 2, 3]","[2, 3, 3, 3]","[2, 2, 2, 2]","[4, 4, 4, 4]","[2, 2, 3, 3]","[4, 5, 5, 4]"
4862,general (military),5.75,5.25,7.75,5.5,5.0,5.75,6.0,"[6, 5, 7, 5]","[6, 5, 5, 5]","[8, 7, 8, 8]","[6, 5, 6, 5]","[5, 5, 5, 5]","[6, 5, 6, 6]","[6, 6, 6, 6]"
4863,figure,4.0,5.5,5.75,4.5,4.75,3.75,4.75,"[4, 3, 5, 4]","[6, 6, 5, 5]","[6, 6, 6, 5]","[5, 4, 4, 5]","[5, 5, 5, 4]","[4, 4, 3, 4]","[4, 5, 5, 5]"
4864,brew,5.0,5.25,5.0,4.25,4.5,3.0,5.0,"[5, 4, 6, 5]","[5, 5, 5, 6]","[5, 5, 5, 5]","[4, 4, 5, 4]","[4, 5, 5, 4]","[3, 3, 3, 3]","[5, 5, 5, 5]"
4865,examination,5.25,4.5,5.5,3.5,4.25,4.25,5.0,"[5, 5, 6, 5]","[4, 5, 4, 5]","[6, 6, 4, 6]","[4, 3, 3, 4]","[4, 4, 5, 4]","[4, 4, 4, 5]","[5, 5, 5, 5]"
4866,tiny,2.5,4.25,2.25,5.25,4.0,1.0,2.25,"[3, 3, 2, 2]","[4, 5, 4, 4]","[2, 2, 3, 2]","[4, 6, 5, 6]","[3, 3, 4, 6]","[1, 1, 1, 1]","[2, 2, 2, 3]"
4867,dangle,4.75,3.75,3.0,3.25,4.25,2.0,3.25,"[6, 5, 4, 4]","[4, 3, 4, 4]","[2, 3, 4, 3]","[3, 3, 3, 4]","[4, 4, 4, 5]","[2, 2, 2, 2]","[3, 3, 3, 4]"
4868,pig,3.5,3.75,4.0,6.5,4.75,3.5,4.25,"[3, 4, 4, 3]","[4, 3, 4, 4]","[4, 4, 4, 4]","[7, 6, 7, 6]","[4, 5, 5, 5]","[3, 4, 4, 3]","[4, 2, 5, 6]"
4869,confetti,5.75,6.75,3.75,2.75,5.25,1.75,2.5,"[7, 6, 6, 4]","[7, 7, 6, 7]","[4, 3, 4, 4]","[2, 5, 2, 2]","[4, 6, 6, 5]","[2, 1, 2, 2]","[2, 2, 2, 4]"
4870,infirmary,4.0,3.75,3.5,5.5,3.75,4.25,3.5,"[2, 4, 5, 5]","[3, 4, 4, 4]","[4, 3, 4, 3]","[5, 6, 6, 5]","[3, 4, 4, 4]","[4, 4, 5, 4]","[4, 3, 3, 4]"
4871,catch,5.25,5.25,5.5,4.75,5.0,3.0,4.75,"[5, 5, 5, 6]","[5, 6, 5, 5]","[6, 5, 6, 5]","[5, 5, 4, 5]","[5, 5, 5, 5]","[3, 3, 3, 3]","[5, 4, 5, 5]"
4872,acorn,2.25,4.75,2.75,6.0,4.5,1.25,2.75,"[2, 3, 2, 2]","[4, 5, 5, 5]","[2, 2, 4, 3]","[6, 6, 6, 6]","[4, 4, 5, 5]","[1, 1, 2, 1]","[2, 2, 3, 4]"
4873,solar,5.75,6.5,6.75,4.5,5.5,5.25,5.0,"[6, 5, 7, 5]","[6, 6, 7, 7]","[7, 7, 7, 6]","[4, 4, 5, 5]","[6, 5, 5, 6]","[5, 5, 5, 6]","[5, 4, 5, 6]"
4874,captivate,7.0,7.0,6.75,3.0,5.25,3.75,4.0,"[8, 7, 6, 7]","[7, 7, 7, 7]","[7, 7, 6, 7]","[4, 3, 3, 2]","[5, 5, 5, 6]","[4, 4, 3, 4]","[4, 4, 4, 4]"
4875,bat,4.75,4.25,4.5,5.75,5.0,2.25,5.0,"[5, 4, 5, 5]","[4, 4, 5, 4]","[5, 5, 5, 3]","[6, 6, 6, 5]","[5, 5, 5, 5]","[2, 2, 3, 2]","[5, 4, 5, 6]"
4876,thief,6.5,2.0,2.5,4.75,4.25,2.5,5.75,"[6, 6, 7, 7]","[2, 2, 2, 2]","[2, 4, 2, 2]","[5, 5, 5, 4]","[4, 4, 4, 5]","[2, 2, 3, 3]","[6, 5, 6, 6]"
4877,quick,6.5,6.0,6.25,4.0,5.25,3.5,5.5,"[7, 6, 6, 7]","[6, 6, 6, 6]","[6, 6, 7, 6]","[4, 4, 4, 4]","[5, 5, 5, 6]","[4, 3, 3, 4]","[6, 5, 6, 5]"
4878,tram,4.25,5.0,4.25,5.0,5.0,4.0,4.25,"[5, 4, 4, 4]","[5, 5, 5, 5]","[4, 4, 5, 4]","[5, 5, 5, 5]","[5, 5, 5, 5]","[4, 4, 4, 4]","[4, 4, 5, 4]"
4879,doom,7.75,2.0,2.0,2.0,3.75,4.0,5.0,"[7, 8, 8, 8]","[2, 2, 2, 2]","[2, 2, 2, 2]","[2, 2, 2, 2]","[3, 4, 4, 4]","[5, 4, 4, 3]","[3, 6, 7, 4]"
4880,flute,3.5,6.25,4.75,5.5,5.5,2.5,3.0,"[3, 3, 4, 4]","[6, 7, 6, 6]","[4, 5, 5, 5]","[6, 6, 5, 5]","[5, 5, 6, 6]","[2, 3, 2, 3]","[2, 3, 4, 3]"
4881,launch,6.25,6.25,6.0,4.5,5.0,4.25,5.0,"[7, 6, 6, 6]","[6, 7, 6, 6]","[6, 6, 6, 6]","[4, 5, 5, 4]","[5, 5, 5, 5]","[4, 5, 4, 4]","[5, 5, 5, 5]"
4882,teacher,3.25,6.25,6.0,5.0,5.25,4.0,4.0,"[3, 4, 4, 2]","[6, 6, 6, 7]","[6, 6, 6, 6]","[5, 4, 6, 5]","[5, 6, 5, 5]","[4, 4, 4, 4]","[4, 4, 4, 4]"
4883,steam,6.0,5.0,5.25,5.25,5.0,3.75,4.75,"[6, 6, 6, 6]","[5, 5, 5, 5]","[5, 5, 6, 5]","[5, 6, 5, 5]","[5, 5, 5, 5]","[4, 4, 4, 3]","[5, 4, 5, 5]"
4884,yolk,2.75,5.25,3.5,6.0,5.0,2.0,2.75,"[3, 3, 3, 2]","[5, 5, 6, 5]","[3, 3, 4, 4]","[6, 6, 6, 6]","[4, 5, 6, 5]","[2, 2, 2, 2]","[3, 2, 3, 3]"
4885,spoon,2.5,4.75,3.75,6.0,5.25,2.0,3.25,"[2, 3, 3, 2]","[4, 5, 5, 5]","[4, 3, 4, 4]","[6, 6, 6, 6]","[5, 5, 6, 5]","[2, 2, 2, 2]","[3, 3, 3, 4]"
4886,ditch,3.0,3.0,2.75,5.25,3.75,2.75,3.5,"[3, 4, 3, 2]","[3, 3, 3, 3]","[3, 2, 3, 3]","[6, 5, 5, 5]","[4, 3, 4, 4]","[2, 3, 3, 3]","[3, 3, 3, 5]"
4887,bland,2.75,3.75,2.5,2.75,3.25,2.25,2.75,"[2, 4, 3, 2]","[3, 3, 4, 5]","[3, 2, 3, 2]","[3, 3, 2, 3]","[2, 3, 4, 4]","[2, 2, 2, 3]","[3, 2, 2, 4]"
4888,underworld,7.0,2.0,2.5,2.0,3.5,4.5,6.0,"[6, 7, 8, 7]","[2, 2, 2, 2]","[2, 3, 2, 3]","[2, 2, 2, 2]","[3, 3, 4, 4]","[4, 5, 5, 4]","[5, 6, 7, 6]"
4889,tumour,6.25,2.0,2.0,5.5,3.5,3.5,3.0,"[4, 7, 7, 7]","[2, 2, 2, 2]","[2, 2, 2, 2]","[6, 7, 7, 2]","[3, 3, 4, 4]","[3, 4, 5, 2]","[3, 2, 3, 4]"
4890,horse,5.0,5.75,6.5,6.5,5.75,5.5,6.0,"[5, 5, 5, 5]","[6, 5, 6, 6]","[7, 6, 7, 6]","[7, 6, 7, 6]","[6, 6, 6, 5]","[5, 6, 6, 5]","[6, 5, 6, 7]"
4891,roof,3.25,5.0,4.75,6.0,5.0,4.0,4.75,"[3, 4, 4, 2]","[5, 5, 5, 5]","[5, 5, 5, 4]","[6, 6, 6, 6]","[5, 5, 5, 5]","[4, 4, 4, 4]","[5, 4, 5, 5]"
4892,orange,4.0,6.25,5.25,6.5,5.75,3.25,4.25,"[4, 5, 4, 3]","[6, 6, 7, 6]","[5, 5, 6, 5]","[7, 6, 7, 6]","[5, 6, 6, 6]","[3, 3, 4, 3]","[4, 4, 4, 5]"
4893,image,4.5,6.0,5.0,4.0,6.0,3.25,4.0,"[4, 5, 5, 4]","[6, 6, 6, 6]","[5, 5, 5, 5]","[4, 3, 4, 5]","[6, 6, 6, 6]","[3, 3, 3, 4]","[4, 4, 4, 4]"
4894,town,3.5,5.0,5.0,5.5,5.25,4.0,4.75,"[3, 4, 4, 3]","[5, 5, 5, 5]","[5, 5, 5, 5]","[6, 5, 6, 5]","[5, 6, 5, 5]","[4, 4, 4, 4]","[5, 4, 5, 5]"
4895,mankind,4.25,5.5,6.25,2.5,5.0,5.75,6.25,"[4, 5, 5, 3]","[5, 5, 6, 6]","[6, 6, 7, 6]","[3, 2, 3, 2]","[5, 6, 4, 5]","[5, 6, 6, 6]","[7, 6, 6, 6]"
4896,wallet,3.0,5.0,4.25,5.0,4.75,2.0,4.0,"[2, 4, 4, 2]","[5, 5, 5, 5]","[4, 4, 5, 4]","[5, 5, 5, 5]","[4, 5, 5, 5]","[2, 2, 2, 2]","[4, 4, 3, 5]"
4897,salsa,5.75,6.75,4.5,4.0,5.0,2.0,3.5,"[6, 5, 6, 6]","[6, 7, 7, 7]","[5, 4, 4, 5]","[3, 5, 4, 4]","[5, 5, 5, 5]","[2, 2, 2, 2]","[2, 3, 4, 5]"
4898,lord,4.25,5.75,7.0,4.75,5.0,5.0,6.0,"[4, 5, 4, 4]","[6, 5, 6, 6]","[6, 8, 7, 7]","[5, 4, 6, 4]","[5, 5, 5, 5]","[5, 5, 5, 5]","[6, 6, 6, 6]"
4899,instructor,3.5,6.0,6.0,5.0,5.0,3.75,4.75,"[3, 4, 4, 3]","[6, 6, 5, 7]","[6, 6, 6, 6]","[5, 4, 6, 5]","[5, 5, 5, 5]","[4, 4, 3, 4]","[5, 5, 5, 4]"
4900,ocean,6.0,7.0,6.75,6.5,6.0,6.5,4.5,"[6, 5, 6, 7]","[7, 7, 7, 7]","[7, 7, 7, 6]","[7, 6, 7, 6]","[6, 6, 6, 6]","[6, 7, 7, 6]","[5, 4, 4, 5]"
4901,skiing,6.25,6.5,6.25,4.0,5.5,4.0,5.0,"[7, 6, 6, 6]","[6, 7, 7, 6]","[7, 6, 6, 6]","[4, 5, 4, 3]","[5, 5, 6, 6]","[4, 4, 4, 4]","[5, 4, 5, 6]"
4902,pale,3.25,3.75,2.75,4.25,4.5,2.0,3.0,"[3, 4, 3, 3]","[3, 4, 4, 4]","[3, 2, 3, 3]","[4, 5, 4, 4]","[4, 4, 5, 5]","[2, 2, 2, 2]","[3, 3, 2, 4]"
4903,crude,6.0,2.0,3.25,3.25,3.75,3.0,5.0,"[6, 6, 6, 6]","[2, 2, 2, 2]","[4, 3, 3, 3]","[3, 4, 3, 3]","[3, 4, 4, 4]","[3, 2, 4, 3]","[5, 6, 4, 5]"
4904,glass,2.75,5.0,4.25,6.0,5.5,2.5,4.0,"[2, 4, 3, 2]","[5, 5, 5, 5]","[4, 4, 5, 4]","[6, 6, 6, 6]","[5, 6, 6, 5]","[3, 2, 3, 2]","[4, 4, 3, 5]"
4905,cowardly,4.25,2.0,2.0,2.25,3.75,2.0,2.25,"[3, 6, 4, 4]","[2, 2, 2, 2]","[2, 2, 2, 2]","[2, 2, 2, 3]","[3, 4, 4, 4]","[2, 2, 2, 2]","[2, 2, 2, 3]"
4906,brand,4.25,5.25,6.0,4.0,5.0,4.0,5.25,"[4, 4, 5, 4]","[5, 5, 6, 5]","[6, 6, 6, 6]","[4, 5, 4, 3]","[5, 5, 5, 5]","[4, 4, 4, 4]","[5, 5, 5, 6]"
4907,sunrise,6.0,7.5,6.0,5.25,6.0,4.25,4.0,"[6, 6, 6, 6]","[7, 8, 8, 7]","[6, 6, 6, 6]","[5, 5, 6, 5]","[6, 6, 6, 6]","[4, 4, 4, 5]","[4, 4, 4, 4]"
4908,news,4.75,5.0,4.5,2.75,5.25,3.25,4.0,"[4, 5, 5, 5]","[5, 5, 5, 5]","[5, 3, 5, 5]","[3, 2, 4, 2]","[5, 6, 5, 5]","[3, 3, 3, 4]","[4, 4, 4, 4]"
4909,stain,4.0,2.75,2.875,4.875,4.5,2.0,3.75,"[4, 4, 4, 5, 3, 4, 4, 4]","[2, 3, 3, 2, 3, 3, 3, 3]","[3, 3, 3, 2, 3, 3, 3, 3]","[5, 6, 5, 5, 4, 5, 4, 5]","[4, 4, 4, 5, 5, 5, 5, 4]","[2, 2, 2, 2, 2, 2, 2, 2]","[4, 4, 4, 3, 3, 4, 5, 3]"
4910,wolf,7.0,2.75,6.25,5.75,5.0,4.75,6.25,"[6, 7, 7, 8]","[3, 3, 3, 2]","[7, 7, 6, 5]","[5, 6, 6, 6]","[5, 5, 5, 5]","[5, 5, 5, 4]","[6, 6, 6, 7]"
4911,musician,4.5,7.0,6.0,5.5,6.0,3.25,4.0,"[4, 4, 5, 5]","[7, 7, 7, 7]","[5, 7, 6, 6]","[6, 5, 6, 5]","[6, 6, 6, 6]","[3, 3, 3, 4]","[4, 4, 4, 4]"
4912,limited,3.5,3.75,3.75,3.25,4.0,2.75,4.0,"[3, 4, 4, 3]","[3, 4, 4, 4]","[4, 4, 4, 3]","[3, 4, 3, 3]","[4, 4, 4, 4]","[3, 2, 3, 3]","[4, 3, 5, 4]"
4913,book,3.0,6.0,5.0,5.0,6.0,3.0,4.0,"[2, 4, 4, 2]","[6, 6, 6, 6]","[5, 5, 5, 5]","[6, 5, 5, 4]","[6, 6, 6, 6]","[3, 3, 3, 3]","[4, 4, 4, 4]"
4914,clock,2.75,5.0,4.5,6.0,5.25,2.25,4.5,"[2, 4, 3, 2]","[5, 5, 5, 5]","[5, 4, 5, 4]","[6, 6, 6, 6]","[5, 5, 6, 5]","[2, 2, 3, 2]","[4, 5, 5, 4]"
4915,vague,3.5,4.25,3.5,2.5,3.75,3.0,3.5,"[3, 4, 4, 3]","[5, 4, 4, 4]","[3, 3, 4, 4]","[3, 2, 2, 3]","[3, 4, 4, 4]","[3, 2, 3, 4]","[4, 3, 3, 4]"
4916,primal,7.25,4.0,6.5,3.0,4.0,5.0,5.5,"[7, 8, 7, 7]","[4, 4, 4, 4]","[7, 6, 6, 7]","[3, 3, 3, 3]","[4, 4, 4, 4]","[6, 5, 5, 4]","[5, 6, 6, 5]"
4917,grave,4.5,2.25,3.25,5.75,4.25,4.5,4.75,"[3, 5, 5, 5]","[2, 2, 2, 3]","[3, 3, 3, 4]","[6, 6, 5, 6]","[4, 4, 5, 4]","[4, 5, 5, 4]","[4, 5, 5, 5]"
4918,prosper,5.75,7.5,7.25,3.25,5.0,4.5,5.5,"[5, 6, 6, 6]","[8, 7, 7, 8]","[7, 7, 7, 8]","[4, 3, 3, 3]","[5, 5, 5, 5]","[4, 5, 5, 4]","[6, 5, 6, 5]"
4919,whisky,6.25,6.0,6.5,5.75,5.25,3.75,6.25,"[6, 6, 7, 6]","[6, 6, 6, 6]","[7, 7, 6, 6]","[6, 6, 6, 5]","[5, 5, 6, 5]","[4, 3, 4, 4]","[6, 6, 7, 6]"
4920,absorb,4.5,4.75,5.0,3.5,5.0,3.0,4.0,"[5, 5, 4, 4]","[4, 5, 5, 5]","[5, 5, 5, 5]","[4, 4, 4, 2]","[5, 5, 5, 5]","[3, 3, 3, 3]","[4, 4, 4, 4]"
4921,ships,5.0,5.0,6.25,6.0,5.0,5.25,5.5,"[5, 5, 5, 5]","[5, 5, 5, 5]","[7, 6, 6, 6]","[6, 6, 6, 6]","[5, 5, 5, 5]","[5, 6, 5, 5]","[5, 5, 6, 6]"
4922,plumber,3.25,4.25,4.75,5.25,4.75,3.0,5.25,"[3, 4, 3, 3]","[4, 4, 5, 4]","[6, 4, 4, 5]","[5, 6, 5, 5]","[4, 5, 5, 5]","[3, 3, 3, 3]","[5, 5, 5, 6]"
4923,razor,5.25,4.0,4.5,5.5,5.0,2.0,5.5,"[5, 6, 4, 6]","[5, 4, 3, 4]","[5, 4, 5, 4]","[5, 6, 5, 6]","[5, 5, 5, 5]","[2, 2, 2, 2]","[5, 5, 6, 6]"
4924,seed,2.5,4.75,3.25,6.0,4.75,2.0,3.5,"[2, 4, 2, 2]","[4, 5, 5, 5]","[3, 2, 4, 4]","[6, 6, 6, 6]","[4, 4, 6, 5]","[2, 2, 2, 2]","[3, 2, 4, 5]"
4925,violin,4.0,7.0,5.75,5.75,6.0,3.0,3.5,"[3, 3, 5, 5]","[7, 7, 7, 7]","[5, 6, 6, 6]","[6, 6, 6, 5]","[6, 6, 6, 6]","[3, 3, 3, 3]","[3, 4, 4, 3]"
4926,lend,3.5,5.25,4.5,4.0,4.75,2.75,4.25,"[3, 4, 4, 3]","[5, 6, 5, 5]","[5, 4, 4, 5]","[4, 4, 4, 4]","[5, 4, 5, 5]","[2, 3, 3, 3]","[4, 4, 4, 5]"
4927,perpetrator,6.75,2.0,2.25,2.0,3.75,3.75,6.25,"[6, 7, 7, 7]","[2, 2, 2, 2]","[2, 3, 2, 2]","[2, 2, 2, 2]","[3, 4, 4, 4]","[4, 3, 4, 4]","[6, 6, 7, 6]"
4928,habituate,5.0,4.0,4.5,2.75,3.75,3.25,4.0,"[5, 5, 6, 4]","[4, 4, 4, 4]","[4, 4, 5, 5]","[2, 4, 3, 2]","[3, 4, 4, 4]","[3, 3, 4, 3]","[4, 4, 4, 4]"
4929,emotional,6.5,5.75,5.25,3.25,5.0,3.0,3.5,"[6, 7, 7, 6]","[5, 6, 6, 6]","[6, 5, 5, 5]","[4, 3, 3, 3]","[5, 5, 5, 5]","[3, 2, 3, 4]","[4, 3, 3, 4]"
4930,herd,3.75,5.0,5.25,6.0,5.0,5.25,5.25,"[4, 4, 4, 3]","[5, 5, 5, 5]","[6, 5, 5, 5]","[6, 6, 6, 6]","[5, 5, 5, 5]","[5, 5, 6, 5]","[5, 4, 6, 6]"
4931,desire,6.75,6.5,6.0,3.0,5.25,3.25,3.5,"[6, 8, 7, 6]","[6, 7, 7, 6]","[6, 6, 6, 6]","[4, 3, 3, 2]","[5, 6, 5, 5]","[3, 3, 3, 4]","[3, 4, 3, 4]"
4932,reunion,4.5,7.0,5.25,4.25,5.25,3.75,4.0,"[4, 5, 5, 4]","[7, 7, 7, 7]","[6, 5, 5, 5]","[5, 3, 5, 4]","[5, 6, 5, 5]","[4, 4, 3, 4]","[4, 4, 4, 4]"
4933,jeans,3.0,5.0,4.75,5.5,5.0,3.0,5.5,"[3, 4, 3, 2]","[5, 5, 5, 5]","[5, 5, 5, 4]","[6, 6, 5, 5]","[5, 5, 5, 5]","[3, 3, 3, 3]","[5, 5, 6, 6]"
4934,genius,5.0,8.0,7.0,3.0,6.0,4.0,6.0,"[4, 5, 6, 5]","[8, 8, 8, 8]","[7, 7, 7, 7]","[2, 2, 4, 4]","[6, 6, 6, 6]","[4, 4, 4, 4]","[6, 6, 6, 6]"
4935,merry,6.0,7.25,6.0,4.0,5.5,3.75,3.75,"[6, 6, 6, 6]","[7, 8, 7, 7]","[6, 6, 6, 6]","[4, 4, 4, 4]","[5, 6, 5, 6]","[4, 4, 3, 4]","[4, 4, 3, 4]"
4936,aggressive,7.5,2.0,7.5,2.25,4.5,4.5,6.25,"[7, 7, 8, 8]","[2, 2, 2, 2]","[8, 8, 7, 7]","[2, 2, 2, 3]","[4, 5, 4, 5]","[5, 4, 4, 5]","[6, 6, 7, 6]"
4937,syphilis,7.5,1.5,1.25,1.0,2.25,2.0,2.5,"[7, 8, 8, 7]","[2, 1, 2, 1]","[1, 1, 1, 2]","[1, 1, 1, 1]","[2, 2, 3, 2]","[1, 2, 4, 1]","[3, 2, 2, 3]"
4938,burglary,6.5,2.0,2.0,3.5,3.75,3.0,5.75,"[6, 7, 6, 7]","[2, 2, 2, 2]","[2, 2, 2, 2]","[3, 5, 4, 2]","[3, 4, 4, 4]","[3, 2, 4, 3]","[6, 5, 6, 6]"
4939,stray,4.5,3.0,3.0,4.25,4.25,2.5,3.5,"[5, 4, 4, 5]","[3, 3, 3, 3]","[3, 3, 3, 3]","[5, 4, 4, 4]","[4, 4, 4, 5]","[2, 2, 3, 3]","[4, 3, 3, 4]"
4940,beaver,3.25,5.0,4.0,6.0,4.75,3.25,4.25,"[3, 4, 3, 3]","[5, 5, 5, 5]","[4, 4, 4, 4]","[6, 6, 6, 6]","[4, 5, 5, 5]","[3, 4, 3, 3]","[4, 3, 5, 5]"
4941,pea,2.25,4.0,2.5,6.25,4.0,1.25,2.5,"[2, 3, 2, 2]","[3, 5, 4, 4]","[3, 2, 3, 2]","[6, 7, 5, 7]","[3, 4, 5, 4]","[1, 1, 2, 1]","[2, 2, 2, 4]"
4942,scooter,4.25,5.0,4.25,5.5,5.0,2.75,5.25,"[5, 4, 4, 4]","[5, 5, 5, 5]","[4, 4, 5, 4]","[5, 6, 6, 5]","[5, 5, 5, 5]","[3, 3, 3, 2]","[5, 5, 6, 5]"
4943,astronomer,3.75,6.75,5.75,3.75,5.25,3.5,5.25,"[4, 4, 5, 2]","[6, 7, 7, 7]","[5, 6, 6, 6]","[2, 3, 5, 5]","[5, 5, 5, 6]","[3, 4, 3, 4]","[6, 4, 6, 5]"
4944,cigar,5.5,3.25,4.5,4.5,4.25,2.75,6.0,"[5, 6, 6, 5]","[3, 3, 4, 3]","[4, 4, 6, 4]","[4, 5, 5, 4]","[4, 4, 5, 4]","[3, 2, 3, 3]","[6, 6, 6, 6]"
4945,knight,5.0,6.25,6.75,6.0,5.0,5.0,6.25,"[4, 5, 5, 6]","[6, 6, 7, 6]","[7, 7, 7, 6]","[6, 6, 6, 6]","[5, 5, 5, 5]","[5, 5, 5, 5]","[6, 6, 6, 7]"
4946,dusty,3.25,3.0,3.0,4.5,3.5,2.25,3.75,"[3, 4, 4, 2]","[3, 3, 3, 3]","[3, 3, 3, 3]","[5, 5, 4, 4]","[3, 3, 4, 4]","[2, 2, 2, 3]","[3, 3, 5, 4]"
4947,cockroach,5.5,2.0,2.0,5.75,2.5,1.25,3.0,"[5, 5, 6, 6]","[2, 2, 2, 2]","[2, 2, 2, 2]","[6, 7, 6, 4]","[2, 2, 3, 3]","[1, 1, 2, 1]","[3, 2, 2, 5]"
4948,fence,3.0,4.75,4.0,5.5,4.75,3.25,4.5,"[3, 4, 3, 2]","[4, 5, 5, 5]","[4, 4, 4, 4]","[6, 6, 5, 5]","[4, 5, 5, 5]","[3, 4, 3, 3]","[4, 4, 5, 5]"
4949,alter,4.5,5.25,5.0,4.0,4.5,3.0,4.25,"[4, 5, 5, 4]","[5, 5, 5, 6]","[5, 5, 5, 5]","[4, 4, 4, 4]","[4, 4, 5, 5]","[3, 3, 3, 3]","[4, 4, 5, 4]"
4950,woe,6.0,2.0,1.75,2.0,3.25,2.25,2.5,"[3, 7, 7, 7]","[2, 2, 2, 2]","[2, 1, 2, 2]","[2, 2, 2, 2]","[4, 3, 4, 2]","[2, 2, 3, 2]","[3, 2, 2, 3]"
4951,economy,4.0,4.5,5.5,3.5,4.25,4.25,5.0,"[4, 4, 5, 3]","[5, 4, 4, 5]","[6, 6, 5, 5]","[4, 3, 4, 3]","[5, 4, 4, 4]","[4, 4, 4, 5]","[5, 5, 5, 5]"
4952,chewy,3.0,4.75,3.75,5.0,4.75,2.0,3.25,"[3, 3, 3, 3]","[4, 5, 5, 5]","[4, 3, 4, 4]","[5, 6, 4, 5]","[5, 4, 5, 5]","[2, 2, 2, 2]","[3, 3, 3, 4]"
4953,forest,5.5,7.0,6.0,6.5,6.0,6.0,4.0,"[5, 5, 6, 6]","[7, 7, 6, 8]","[6, 6, 6, 6]","[7, 6, 7, 6]","[6, 6, 6, 6]","[6, 6, 6, 6]","[4, 4, 3, 5]"
4954,bag,2.5,4.25,4.0,5.25,4.75,2.25,3.75,"[2, 3, 3, 2]","[4, 4, 5, 4]","[4, 4, 4, 4]","[6, 5, 5, 5]","[4, 5, 5, 5]","[2, 2, 3, 2]","[4, 3, 3, 5]"
4955,convert,4.75,5.25,5.0,3.75,4.5,3.25,4.5,"[4, 5, 5, 5]","[5, 5, 5, 6]","[5, 5, 5, 5]","[4, 4, 4, 3]","[4, 4, 5, 5]","[4, 3, 3, 3]","[4, 4, 5, 5]"
4956,appearance,4.0,5.25,4.75,4.5,5.25,3.25,4.0,"[4, 4, 5, 3]","[5, 5, 5, 6]","[5, 5, 5, 4]","[5, 4, 4, 5]","[6, 5, 5, 5]","[3, 3, 3, 4]","[4, 4, 4, 4]"
4957,smoke,6.0,3.0,3.75,4.5,5.0,3.25,5.5,"[6, 6, 6, 6]","[3, 3, 3, 3]","[4, 4, 5, 2]","[5, 5, 4, 4]","[5, 5, 5, 5]","[3, 3, 4, 3]","[6, 5, 5, 6]"
4958,fright,7.5,2.0,3.0,2.75,4.5,3.25,3.25,"[7, 7, 8, 8]","[2, 2, 2, 2]","[3, 4, 3, 2]","[2, 3, 3, 3]","[4, 4, 5, 5]","[3, 3, 4, 3]","[3, 3, 4, 3]"
4959,money,5.0,6.25,7.0,5.5,5.5,5.0,5.75,"[5, 5, 5, 5]","[6, 6, 6, 7]","[7, 6, 8, 7]","[6, 6, 5, 5]","[6, 6, 5, 5]","[5, 5, 5, 5]","[6, 5, 6, 6]"
4960,diabetes,4.75,2.0,2.25,2.75,3.0,2.75,3.25,"[4, 4, 6, 5]","[2, 2, 2, 2]","[2, 2, 3, 2]","[2, 3, 4, 2]","[3, 3, 3, 3]","[2, 3, 4, 2]","[3, 3, 3, 4]"
4961,headphones,4.0,6.0,4.0,5.25,5.25,2.25,4.0,"[5, 4, 4, 3]","[6, 6, 6, 6]","[4, 4, 4, 4]","[5, 6, 4, 6]","[5, 6, 5, 5]","[2, 2, 3, 2]","[4, 4, 4, 4]"
4962,suicidal,8.5,1.25,2.0,1.25,2.75,2.0,3.0,"[9, 8, 8, 9]","[1, 1, 2, 1]","[2, 2, 2, 2]","[1, 2, 1, 1]","[3, 3, 3, 2]","[2, 2, 2, 2]","[4, 3, 2, 3]"
4963,inefficient,3.0,2.0,2.5,2.25,3.5,2.0,3.0,"[2, 5, 3, 2]","[2, 2, 2, 2]","[3, 2, 3, 2]","[2, 2, 3, 2]","[3, 4, 4, 3]","[2, 2, 2, 2]","[3, 4, 2, 3]"
4964,global,4.25,5.75,6.5,3.75,5.0,5.25,5.25,"[4, 4, 4, 5]","[6, 6, 6, 5]","[6, 6, 7, 7]","[4, 4, 3, 4]","[5, 5, 5, 5]","[5, 5, 5, 6]","[6, 5, 5, 5]"
