Word,Auditory_mean,Gustatory_mean,Haptic_mean,Interoceptive_mean,Olfactory_mean,Visual_mean,Auditory_by_runs,Gustatory_by_runs,Haptic_by_runs,Interoceptive_by_runs,Olfactory_by_runs,Visual_by_runs,Foot/leg_mean,Hand/arm_mean,Torso_mean,Head_mean,Mouth/throat_mean,Foot/leg_by_runs,Hand/arm_by_runs,Torso_by_runs,Head_by_runs,Mouth/throat_by_runs
rate,0.5,0,0,0,0,0.75,"[2.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 1.0]",0.5,1,0,1,0.25,"[0.0, 1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 1.0]"
rather,1.25,0,0,0,0,0,"[0.0, 2.0, 3.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.25,0.25,0.25,0.25,0,"[1.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
rating,0,0,0,0,0,1.25,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 0.0, 2.0]",0,4.5,0,1.75,0,"[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]"
ration,0.5,3.25,3.5,0,0.75,3.75,"[1.0, 0.0, 0.0, 1.0]","[3.0, 3.0, 3.0, 4.0]","[3.0, 3.0, 5.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 2.0]","[3.0, 3.0, 5.0, 4.0]",0.75,3.25,0.75,0.5,2,"[0.0, 1.0, 1.0, 1.0]","[4.0, 3.0, 3.0, 3.0]","[0.0, 1.0, 1.0, 1.0]","[0.0, 1.0, 1.0, 0.0]","[0.0, 4.0, 0.0, 4.0]"
rattle,4.75,0,1.75,0,0,1.75,"[4.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 1.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 3.0, 2.0]",1.25,4,0.25,0.25,1.25,"[0.0, 1.0, 0.0, 4.0]","[4.0, 3.0, 5.0, 4.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 4.0]"
rattlesnake,4.25,0,0,0,0,4.5,"[5.0, 4.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 4.0, 4.0]",1,0.25,0.25,0.75,0,"[0.0, 0.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]"
raven,3,0,0,0,0,4.5,"[3.0, 3.0, 3.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 5.0, 5.0]",0.25,0.75,0.25,1.25,0,"[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 1.0, 2.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 4.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
razor,0.25,0,3.25,0,0,4.25,"[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 4.0, 3.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 4.0, 4.0, 4.0]",0,5,0,0.25,0,"[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
react,0.75,0,0.25,1,0,2,"[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 2.0, 4.0]",2,2.75,2,2.75,0.75,"[3.0, 0.0, 3.0, 2.0]","[4.0, 0.0, 3.0, 4.0]","[3.0, 0.0, 3.0, 2.0]","[4.0, 0.0, 3.0, 4.0]","[2.0, 0.0, 0.0, 1.0]"
reaction,0.75,0,0,2.5,0,1.25,"[2.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 0.0, 3.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 1.0, 2.0]",2.25,3,1.5,2.25,0.5,"[1.0, 3.0, 2.0, 3.0]","[3.0, 3.0, 3.0, 3.0]","[1.0, 3.0, 1.0, 1.0]","[2.0, 3.0, 2.0, 2.0]","[1.0, 0.0, 0.0, 1.0]"
read,1.5,0,1,0.25,0,4.25,"[3.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 3.0]","[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 5.0, 5.0, 4.0]",0,1.25,0,4.75,0,"[0.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]"
real,0.5,0,1,0.5,0,2,"[1.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 0.0, 2.0]","[2.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 2.0, 3.0]",0,0,0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
realize,0,0,0,2,0,0.25,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 4.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0]",0,0.25,0.25,2,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 4.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 0.0]"
rear,0.75,0,0.75,0.25,0,3.25,"[0.0, 1.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 3.0, 3.0, 4.0]",1.25,0.25,2,0.25,0,"[0.0, 0.0, 0.0, 5.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 5.0, 0.0, 3.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
reason,0.5,0,0,0,0,0.75,"[2.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.0, 1.0]",0.25,0.5,0.25,2.75,0,"[0.0, 1.0, 0.0, 0.0]","[0.0, 2.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 3.0, 5.0, 3.0]","[0.0, 0.0, 0.0, 0.0]"
reasonable,0,0,0,0,0,0.75,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 1.0]",0,0.25,0,3.5,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 1.0, 3.0]","[0.0, 0.0, 0.0, 0.0]"
reassure,3.25,0,0.25,1.25,0,0.75,"[2.0, 3.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, 2.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 0.0]",0,2.75,0,2.5,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 3.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 2.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]"
reassuring,3.75,0,0,2.75,0,0.75,"[3.0, 4.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 4.0, 4.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.0, 1.0]",0.25,2.5,1,4.25,0,"[0.0, 0.0, 1.0, 0.0]","[0.0, 4.0, 3.0, 3.0]","[0.0, 1.0, 2.0, 1.0]","[5.0, 4.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]"
rebound,3.75,0,0.25,0.25,0,2.5,"[4.0, 3.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 4.0, 3.0]",4.5,2,0.5,0.5,0,"[5.0, 4.0, 5.0, 4.0]","[0.0, 3.0, 2.0, 3.0]","[0.0, 1.0, 0.0, 1.0]","[0.0, 1.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
recall,1.5,0,0,2.75,0,1.25,"[3.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 2.0, 2.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 1.0, 2.0]",0,0,0,5,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]"
recent,0.25,0,0,0,0,0.5,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.0]",0,0,0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
recital,5,0,0,0.25,0,3,"[5.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 4.0, 4.0, 4.0]",1,1.75,1.5,1.5,2.75,"[3.0, 0.0, 0.0, 1.0]","[4.0, 0.0, 0.0, 3.0]","[4.0, 0.0, 0.0, 2.0]","[3.0, 0.0, 0.0, 3.0]","[3.0, 5.0, 0.0, 3.0]"
recite,5,0,0,0,0,0.25,"[5.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0]",0,0,0,0,5,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 5.0]"
recognition,1.25,0,0,0.25,0,1.75,"[0.0, 2.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 3.0, 2.0]",0,0.25,0,3.25,0,"[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 0.0, 5.0, 4.0]","[0.0, 0.0, 0.0, 0.0]"
recognize,0.25,0,0,0.75,0,3,"[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 2.0, 5.0, 0.0]",0,0.25,0,4.75,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 4.0, 5.0]","[0.0, 0.0, 0.0, 0.0]"
record,4.25,0,0,0,0,3.25,"[3.0, 4.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 3.0, 4.0, 3.0]",0,3.75,0,0.5,0,"[0.0, 0.0, 0.0, 0.0]","[3.0, 2.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
rectangle,0,0,1.5,0,0,4.75,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 2.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 4.0, 5.0]",0.5,3.25,0.25,0.25,0,"[0.0, 0.0, 0.0, 2.0]","[5.0, 0.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
red,0,0,0,0,0,5,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 5.0]",0.5,0.5,0.5,1.75,0.25,"[1.0, 0.0, 0.0, 1.0]","[1.0, 0.0, 0.0, 1.0]","[1.0, 0.0, 0.0, 1.0]","[5.0, 0.0, 0.0, 2.0]","[1.0, 0.0, 0.0, 0.0]"
reduce,0,0,0,0.5,0,0.5,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]",0,1,0,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
reef,1,0,0,0,0.25,4.75,"[0.0, 0.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[4.0, 5.0, 5.0, 5.0]",0.75,1,0.75,0.75,0.5,"[3.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 0.0, 1.0]","[3.0, 0.0, 0.0, 0.0]","[2.0, 0.0, 0.0, 1.0]","[2.0, 0.0, 0.0, 0.0]"
reel,2.5,0,2,0.25,0,2.5,"[2.0, 2.0, 3.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 3.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 3.0, 3.0, 2.0]",1.75,3.5,0.25,0.5,0,"[1.0, 0.0, 5.0, 1.0]","[1.0, 5.0, 5.0, 3.0]","[0.0, 0.0, 0.0, 1.0]","[1.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
refill,1,0.25,1.5,0.25,0,1.75,"[0.0, 0.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 2.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 2.0, 2.0, 3.0]",0.25,4.75,0,0,1,"[0.0, 0.0, 1.0, 0.0]","[5.0, 5.0, 5.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 4.0]"
reflect,0.5,0,0,1.5,0,0.5,"[0.0, 0.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 5.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.0, 0.0]",0,0.25,0.25,1.5,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 2.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 0.0]"
reflection,0,0,0,0.25,0,4.75,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 4.0, 5.0]",0,0.25,0,4.5,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 4.0, 5.0, 4.0]","[0.0, 0.0, 0.0, 0.0]"
reflex,0,0,0,5,0,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",5,4.25,0.75,0.25,0,"[5.0, 5.0, 5.0, 5.0]","[5.0, 5.0, 4.0, 3.0]","[0.0, 0.0, 3.0, 0.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
refresh,0.25,0.5,0.25,3,0.5,1,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 4.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 2.0]","[2.0, 0.0, 0.0, 2.0]",0.75,0.75,0.75,1.75,1.25,"[2.0, 0.0, 0.0, 1.0]","[2.0, 0.0, 0.0, 1.0]","[2.0, 0.0, 0.0, 1.0]","[3.0, 0.0, 3.0, 1.0]","[4.0, 0.0, 0.0, 1.0]"
refreshment,0,4.5,2,2.25,1.75,3.5,"[0.0, 0.0, 0.0, 0.0]","[4.0, 4.0, 5.0, 5.0]","[3.0, 3.0, 0.0, 2.0]","[0.0, 3.0, 3.0, 3.0]","[3.0, 1.0, 3.0, 0.0]","[3.0, 3.0, 4.0, 4.0]",0.25,1.25,1,0.5,5,"[0.0, 1.0, 0.0, 0.0]","[0.0, 3.0, 1.0, 1.0]","[0.0, 1.0, 1.0, 2.0]","[0.0, 1.0, 1.0, 0.0]","[5.0, 5.0, 5.0, 5.0]"
refrigerator,1.25,0,2.75,0,0.75,3.75,"[2.0, 0.0, 2.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 3.0, 4.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 2.0]","[4.0, 3.0, 4.0, 4.0]",0.25,4.5,0.25,0,0,"[0.0, 1.0, 0.0, 0.0]","[5.0, 5.0, 3.0, 5.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
refugee,0.75,0,0,1.75,0,4.25,"[0.0, 2.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[3.0, 1.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 4.0, 4.0, 4.0]",0.5,0.25,0,0.25,0,"[0.0, 2.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
reggae,4.75,0,0,0,0,0.25,"[5.0, 5.0, 5.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",2.75,2,1.75,1.75,1,"[5.0, 0.0, 3.0, 3.0]","[2.0, 0.0, 3.0, 3.0]","[4.0, 0.0, 1.0, 2.0]","[3.0, 0.0, 1.0, 3.0]","[3.0, 0.0, 0.0, 1.0]"
regime,0.5,0,0,0,0,1.125,"[0.0, 2.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 2.0, 0.0, 0.5]",0,0.75,0,0.25,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
region,0,0,0,0,0,2.25,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 1.0, 4.0, 2.0]",0.25,0.25,0.25,1,0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 0.0]"
regional,0.5,0,0,0,0,0.5,"[0.0, 2.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 2.0, 0.0, 0.0]",0,0.25,0,0.25,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
register,1.25,0,0,0,0,1,"[2.0, 0.0, 3.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]",0.25,1.5,0,0.25,0,"[0.0, 0.0, 0.0, 1.0]","[2.0, 0.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
regret,0.5,0,0,4.75,0,0.25,"[2.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[5.0, 4.0, 5.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0]",0,0,0,3.25,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 5.0, 4.0, 4.0]","[0.0, 0.0, 0.0, 0.0]"
regular,1,0,0.25,0,0,2,"[0.0, 0.0, 4.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[2.0, 1.0, 3.0, 2.0]",1,1,0.75,1,0.25,"[0.0, 1.0, 1.0, 2.0]","[0.0, 1.0, 1.0, 2.0]","[0.0, 1.0, 0.0, 2.0]","[0.0, 1.0, 1.0, 2.0]","[0.0, 1.0, 0.0, 0.0]"
regulation,0.5,0,0,0,0,0.75,"[0.0, 2.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.0, 1.0]",0.25,1.5,0.25,1.25,0,"[0.0, 0.0, 1.0, 0.0]","[0.0, 3.0, 2.0, 1.0]","[0.0, 0.0, 1.0, 0.0]","[0.0, 2.0, 2.0, 1.0]","[0.0, 0.0, 0.0, 0.0]"
reindeer,1,0,2.25,0,0.25,4.25,"[0.0, 0.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 4.0, 5.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[4.0, 4.0, 4.0, 5.0]",0.25,0.75,0,0,0,"[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
reject,0.75,0,0,2,0,0.25,"[2.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 2.0, 2.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0]",0,1.5,0,0.5,0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 3.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
rejected,1.5,0,0,3.25,0,1,"[2.0, 2.0, 0.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[4.0, 3.0, 2.0, 4.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 2.0]",0.25,0.5,0.25,1.75,0,"[0.0, 0.0, 0.0, 1.0]","[1.0, 0.0, 0.0, 1.0]","[1.0, 0.0, 0.0, 0.0]","[3.0, 0.0, 0.0, 4.0]","[0.0, 0.0, 0.0, 0.0]"
relate,1,0,0,0.25,0,0.5,"[0.0, 0.0, 2.0, 2.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.0, 0.0]",0,0.75,0,1.5,0.25,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 3.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 1.0]"
